StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,check_game,check_bucket_boy_1,check_bucket_girl_1,check_bucket_boy_2,check_bucket_girl_2,check_bucket_boy_3,check_bucket_girl_3,check_sample_boy_1,check_sample_girl_1,check_sample_boy_2,check_sample_girl_2,fc_expl_indiv_1,fc_expl_indiv_2,fc_expl_indiv_3,fc_expl_indiv_4,normative_group_1,normative_group_2,inductivePoten_0,inductivePoten_1,inductivePoten_2,innateness_switch_01,innateness_switch_02,innateness_switch_03,innateness_switch_1,innateness_switch_2,check_attn_0,check_attn_1,check_attn_2,age,gender,gender_4_TEXT,race,race_15_TEXT,ed,comment_1,comment_2,comment_3,randomCode,context,explanation,cb,race_15_TEXT - Topics
2019-04-22 10:02:06,2019-04-22 10:13:14,IP Address,100,668,True,2019-04-22 10:13:15,R_1pVZWHBCFRTQUrn,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Not okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,42,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,evaluating study,good,472873,structural,formal,girlsGreen,
2019-04-22 09:58:21,2019-04-22 10:13:15,IP Address,100,893,True,2019-04-22 10:13:15,R_1psQRpxoGDWrxLm,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,24,Male,,Black/African American,,"Master's (M.A., M.S.)",There were no problems with the hit.,Can't really tell but I enjoyed it.,There are none for now. I would send you an email if I think of any.,259307,nonstructural,control,girlsYellow,
2019-04-22 10:08:29,2019-04-22 10:14:18,IP Address,100,348,True,2019-04-22 10:14:18,R_1Dp2uPV8Ai9o8OJ,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Yellow bucket is bigger,,,,,,,Green-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Green-Ball",,"Maybe
Green-Ball",29,Female,,Black/African American,,Some college,No,I'm not sure.,No.,565309,nonstructural,control,girlsGreen,
2019-04-22 10:15:51,2019-04-22 10:15:58,IP Address,100,6,True,2019-04-22 10:15:58,R_2tREi36ZbcY9PdT,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 09:59:29,2019-04-22 10:16:22,IP Address,100,1013,True,2019-04-22 10:16:23,R_sZsYWqQbfFbysdb,anonymous,EN,I do consent to participate,Yes,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Not okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Yellow-Ball",,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,384296,structural,formal,girlsYellow,
2019-04-22 10:10:50,2019-04-22 10:16:43,IP Address,100,352,True,2019-04-22 10:16:44,R_1rkv6J87mRTTbVg,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,"White/European American,Black/African American,Click to write Choice 10",Mixed Race (White & Black),High school/GED,None.,How people feel about games.,Great study.,195672,nonstructural,formal,girlsGreen,
2019-04-22 10:11:14,2019-04-22 10:17:05,IP Address,100,351,True,2019-04-22 10:17:06,R_2EtVpKpIPLxVnLQ,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,46,Female,,White/European American,,"Bachelor's (B.A., B.S.)",nope,gender roles,nope,125646,structural,formal,girlsYellow,
2019-04-22 09:48:27,2019-04-22 10:17:28,IP Address,100,1741,True,2019-04-22 10:17:29,R_3KSMmOs4UriURnM,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,38,Female,,White/European American,,"Master's (M.A., M.S.)",no,no idea,no,174863,nonstructural,formal,girlsYellow,
2019-04-22 10:11:50,2019-04-22 10:17:54,IP Address,100,364,True,2019-04-22 10:17:55,R_1ISBYBzCaW3sSZK,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,43,Male,,White/European American,,"Bachelor's (B.A., B.S.)","No issues, thank you.","Not sure. ","Great as it is. ",531100,nonstructural,formal,girlsYellow,
2019-04-22 10:14:51,2019-04-22 10:17:58,IP Address,100,187,True,2019-04-22 10:17:59,R_3RwLP69ofcUlb5I,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,Some college,None,Not sure,None,536954,nonstructural,control,girlsGreen,
2019-04-22 10:16:55,2019-04-22 10:18:09,IP Address,100,73,True,2019-04-22 10:18:09,R_3NE3YgjdvXFijiT,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,NOt really sure,,880081,structural,formal,girlsGreen,
2019-04-22 10:10:27,2019-04-22 10:19:24,IP Address,100,536,True,2019-04-22 10:19:24,R_1n6NJtwm7g9kAuq,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,37,Male,,Black/African American,,Some college,no,gender perception,no,66958,nonstructural,formal,girlsGreen,
2019-04-22 10:13:47,2019-04-22 10:20:22,IP Address,100,395,True,2019-04-22 10:20:23,R_1GWkkJ4Gl51EThj,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,55,Male,,White/European American,,"Bachelor's (B.A., B.S.)","something different ",interesting games,nothing,763251,nonstructural,control,girlsYellow,
2019-04-22 10:16:48,2019-04-22 10:21:48,IP Address,100,300,True,2019-04-22 10:21:49,R_33gsh3zjapVUWfG,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,61,Female,,White/European American,,Some college,no,I don't know,no,281117,structural,control,girlsGreen,
2019-04-22 10:18:46,2019-04-22 10:22:02,IP Address,100,195,True,2019-04-22 10:22:02,R_1fZpZgawvy5CTMe,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,39,Male,,White/European American,,Some college,no,I don't know.,no,377768,structural,control,girlsYellow,
2019-04-22 10:19:48,2019-04-22 10:24:08,IP Address,100,259,True,2019-04-22 10:24:08,R_2955vK2bTwBOdGt,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,Some college,Nothing was confusing,Perceptions of chances and preferences,No other comments,257338,structural,control,girlsYellow,
2019-04-22 10:24:29,2019-04-22 10:25:11,IP Address,100,42,True,2019-04-22 10:25:11,R_5zisJRGrSNdl8C5,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 10:22:55,2019-04-22 10:26:24,IP Address,100,208,True,2019-04-22 10:26:24,R_1FJIkRZRRnx7II2,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,38,Male,,White/European American,,Some college,No,Thoughts on conformity,,876072,structural,formal,girlsGreen,
2019-04-22 10:22:39,2019-04-22 10:26:43,IP Address,100,244,True,2019-04-22 10:26:43,R_Du9MMKxeMVPX2JX,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,59,Male,,White/European American,,Some college,"no, no",decision making,no,149924,nonstructural,control,girlsGreen,
2019-04-22 10:28:55,2019-04-22 10:28:57,IP Address,100,2,True,2019-04-22 10:28:58,R_8easJzZeSCnjPoJ,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 10:14:56,2019-04-22 10:29:04,IP Address,100,847,True,2019-04-22 10:29:04,R_3Hh9OFICkFCeJ8p,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,42,Male,,White/European American,,High school/GED,,no idea,,912438,structural,formal,girlsYellow,
2019-04-22 10:29:02,2019-04-22 10:29:06,Spam,100,3,True,2019-04-22 10:29:06,R_RPmZbnMktyRISHL,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 10:22:00,2019-04-22 10:29:16,IP Address,100,435,True,2019-04-22 10:29:16,R_9FfMchRtagVAqzf,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Nothing at all.,To study what is right or wrong in children's decisions as viewed by adults.,Nothing that I can think of.,204267,nonstructural,formal,girlsGreen,
2019-04-22 10:25:25,2019-04-22 10:30:03,IP Address,100,277,True,2019-04-22 10:30:03,R_2scC5yCTR6ZDBzp,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,42,Male,,White/European American,,High school/GED,no,how we perceive language,,577963,nonstructural,formal,girlsYellow,
2019-04-22 10:29:12,2019-04-22 10:30:18,IP Address,100,65,True,2019-04-22 10:30:19,R_7QFZ3LyL9oFR3nr,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,The same size,,,Green-Ball,Yellow-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,22,Male,,White/European American,,Some college,,Dunno,,586011,structural,control,girlsGreen,
2019-04-22 10:27:32,2019-04-22 10:33:20,IP Address,100,348,True,2019-04-22 10:33:21,R_1GTwCo79JK19dJf,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,26,Female,,"White/European American,Latino/Latina",,Some college,no,gender,no,207388,structural,formal,girlsGreen,
2019-04-22 10:11:52,2019-04-22 10:33:23,IP Address,100,1291,True,2019-04-22 10:33:23,R_31b0MAsEhAFdq6J,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No issues,Perceptions about choice,Increase payment,899438,structural,control,girlsGreen,
2019-04-22 10:12:21,2019-04-22 10:34:00,IP Address,100,1298,True,2019-04-22 10:34:01,R_W6yEKUEJBcjdo41,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No problems here,I'm not sure,,151272,structural,control,girlsGreen,
2019-04-22 10:28:04,2019-04-22 10:37:14,IP Address,100,550,True,2019-04-22 10:37:14,R_2TFc1KvoncU2MPe,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,44,Female,,"White/European American,Asian/Asian American",,Some college,"Nothing, thanks.",Gender roles and children,,838981,nonstructural,formal,girlsYellow,
2019-04-22 10:35:11,2019-04-22 10:37:37,IP Address,100,145,True,2019-04-22 10:37:37,R_3R1sAKI1jPuYp8M,anonymous,EN,I do consent to participate,No,Yellow bucket is bigger,Same size,,,,,,,Green-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,22,Male,,Latino/Latina,,"Bachelor's (B.A., B.S.)",no,opinion,no,667234,nonstructural,formal,girlsGreen,
2019-04-22 10:34:27,2019-04-22 10:38:25,IP Address,100,238,True,2019-04-22 10:38:26,R_2VyiOQs3dPgMb3H,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,High school/GED,No,Not sure,No,806165,nonstructural,control,girlsYellow,
2019-04-22 10:27:39,2019-04-22 10:40:13,IP Address,100,754,True,2019-04-22 10:40:14,R_1QActTza7Rkp7S8,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Yellow bucket is bigger,,,,,Yellow-Ball,Green-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Not okay,,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,Some college,none,no idea,none,816615,nonstructural,control,girlsYellow,
2019-04-22 10:33:14,2019-04-22 10:40:37,IP Address,100,442,True,2019-04-22 10:40:38,R_2ts1PgkAHoSAd3Y,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,40,Male,,White/European American,,"Master's (M.A., M.S.)",,Understanding people's opinion on single sex school.,"Nothing. ",258898,structural,control,girlsYellow,
2019-04-22 10:35:55,2019-04-22 10:41:21,IP Address,100,326,True,2019-04-22 10:41:22,R_31iT9JcvLRy4buH,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,,,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,perceptions of balls,no,102625,nonstructural,control,girlsGreen,
2019-04-22 10:32:03,2019-04-22 10:41:33,IP Address,100,570,True,2019-04-22 10:41:34,R_3lFfOH0uQ2x5xmm,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,39,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No problems. Everything seemed well-explained.,Whether our choices are determined more by fate rather than choice alone?,"Nothing, in particular, comes to mind.",53316,structural,formal,girlsYellow,
2019-04-22 10:29:19,2019-04-22 10:42:21,IP Address,100,782,True,2019-04-22 10:42:22,R_22VQ0ekM0aGs92H,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Male,,Latino/Latina,,Some college,none,thought choices,none,825432,structural,formal,girlsYellow,
2019-04-22 10:42:28,2019-04-22 10:45:49,IP Address,100,200,True,2019-04-22 10:45:49,R_1DLN3KUA2rUHLTv,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",None,Gender bias,None,78371,structural,control,girlsYellow,
2019-04-22 11:03:34,2019-04-22 11:03:37,IP Address,100,2,True,2019-04-22 11:03:38,R_1PdFLaYIBlqEZNv,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 10:57:37,2019-04-22 11:04:13,IP Address,100,396,True,2019-04-22 11:04:13,R_DMm4a6fnyRgxDyN,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,64,Female,,White/European American,,Some college,no,Trying to put the idea in our heads that gender is fluid which it is not.,not sure where to start,315234,structural,control,girlsGreen,
2019-04-22 11:07:43,2019-04-22 11:14:46,IP Address,100,423,True,2019-04-22 11:14:47,R_yn1kxaX9PM0fEwV,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,56,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No problems,To gauge people's reactions to gender choices when a new variable is thrown into a given situation?,No suggestions. Thank you for the survey.,273375,nonstructural,control,girlsGreen,
2019-04-22 11:14:22,2019-04-22 11:17:57,IP Address,100,215,True,2019-04-22 11:17:57,R_O8rs3O8rwMBrctP,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Female,,White/European American,,Some college,Not really,I think this was a survey about gender,No,804292,nonstructural,control,girlsYellow,
2019-04-22 11:15:24,2019-04-22 11:21:58,IP Address,100,393,True,2019-04-22 11:21:58,R_2yqPwj7mObjYeH0,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",none,fun,,246464,nonstructural,formal,girlsGreen,
2019-04-22 11:17:25,2019-04-22 11:22:27,IP Address,100,302,True,2019-04-22 11:22:27,R_2Sxdvwb5HxUKtwW,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,36,Female,,White/European American,,Some college,no,academic study,no,841718,nonstructural,formal,girlsYellow,
2019-04-22 11:27:15,2019-04-22 11:30:12,IP Address,100,176,True,2019-04-22 11:30:12,R_V1Dh8IaX1iYNBtf,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,"whether it's easy enough to understand, whether we think genders will conform to stereotypes",there was a typo/grammar error at the beginning that tripped me up,205707,structural,formal,girlsGreen,
2019-04-22 11:36:19,2019-04-22 11:39:35,IP Address,100,196,True,2019-04-22 11:39:35,R_3Ibim84UdgC4gcn,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,36,Female,,White/European American,,Some college,"No problems, not confusing",I'm not sure.,No,434059,nonstructural,control,girlsGreen,
2019-04-22 11:45:01,2019-04-22 11:48:36,IP Address,100,214,True,2019-04-22 11:48:36,R_1Q0Jr4F0PD6qGXz,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,Latino/Latina,,Some college,no,how we think about buckets,"no, very straightforward and easy to understand",177448,structural,formal,girlsYellow,
2019-04-22 12:11:22,2019-04-22 12:17:49,IP Address,100,387,True,2019-04-22 12:17:50,R_3dHcKm1q3TvBGnn,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball",,,34,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",the last test question when i went to click the second yellow ball it went to next page so i am unsure if i did but i meant to,no idea,make last page not auto skip,320525,structural,control,girlsYellow,
2019-04-22 12:15:05,2019-04-22 12:19:54,IP Address,100,288,True,2019-04-22 12:19:54,R_3MGQqf9dtLF5GPi,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,33,Male,,"White/European American,Latino/Latina",,High school/GED,no,"I do not know. ",No,932347,structural,control,girlsGreen,
2019-04-22 12:42:38,2019-04-22 12:48:35,IP Address,100,357,True,2019-04-22 12:48:35,R_UMY02ES4dCz8efn,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Colours,Which color choosing Girls,Yes,894272,nonstructural,formal,girlsGreen,
2019-04-22 11:48:49,2019-04-22 12:58:14,IP Address,100,4165,True,2019-04-22 12:58:15,R_sGpL4jZQbyaCFnX,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,46,Male,,White/European American,,Some college,"no, no",not sure,no,912488,nonstructural,formal,girlsYellow,
