StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,check_game,check_bucket_boy_1,check_bucket_girl_1,check_bucket_boy_2,check_bucket_girl_2,check_bucket_boy_3,check_bucket_girl_3,check_sample_boy_1,check_sample_girl_1,check_sample_boy_2,check_sample_girl_2,fc_expl_indiv_1,fc_expl_indiv_2,fc_expl_indiv_3,fc_expl_indiv_4,normative_group_1,normative_group_2,inductivePoten_0,inductivePoten_1,inductivePoten_2,innateness_switch_01,innateness_switch_02,innateness_switch_03,innateness_switch_1,innateness_switch_2,check_attn_0,check_attn_1,check_attn_2,age,gender,gender_4_TEXT,race,race_15_TEXT,ed,comment_1,comment_2,comment_3,randomCode,context,explanation,cb
2019-05-30 09:58:45,2019-05-30 10:03:06,IP Address,100,261,True,2019-05-30 10:03:07,R_1gb75Uyk6zAXXmR,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,White/European American,,High school/GED,no,To see how well I pay attention,no,628970,structural,control,girlsGreen
2019-05-30 09:58:20,2019-05-30 10:03:20,IP Address,100,300,True,2019-05-30 10:03:21,R_sBVG6fAHKc641Ud,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,36,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,maybe to see if i would think the girl would choose the yellow ball since that one was more difficult for her to get,its good how it is,182164,structural,formal,girlsGreen
2019-05-30 09:58:02,2019-05-30 10:03:31,IP Address,100,328,True,2019-05-30 10:03:31,R_2fxGylgQ0UDs0cy,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,The same size,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,24,Male,,White/European American,,"Bachelor's (B.A., B.S.)",nothing,game survey,no,394452,structural,formal,girlsGreen
2019-05-30 09:57:49,2019-05-30 10:03:33,IP Address,100,344,True,2019-05-30 10:03:34,R_1n7n65Zoe9HSY3k,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,53,Female,,White/European American,,"Master's (M.A., M.S.)",no,What unfluences chldrens choices,no,607353,structural,formal,girlsYellow
2019-05-30 09:57:49,2019-05-30 10:03:40,IP Address,100,350,True,2019-05-30 10:03:40,R_OrIRdiioejhVrzj,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Yellow bucket is bigger,,,,,Yellow-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,36,Female,,White/European American,,"Bachelor's (B.A., B.S.)",good," You are invited to participate in a research study on language and social categories."," You are invited to participate in a research study on language and social categories.",906538,nonstructural,control,girlsYellow
2019-05-30 09:58:15,2019-05-30 10:03:44,IP Address,100,329,True,2019-05-30 10:03:44,R_1istGQKoyYfo6Rx,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,41,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No issues.,Gender roles and preferences for balls.,"No, everything was very clear and worked fine.",366194,nonstructural,control,girlsGreen
2019-05-30 09:58:00,2019-05-30 10:04:00,IP Address,100,360,True,2019-05-30 10:04:00,R_30ofPc1J0gxhBpp,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,High school/GED,No,Determining which game boys  and girls will play,No,391374,structural,formal,girlsYellow
2019-05-30 09:57:54,2019-05-30 10:04:03,IP Address,100,369,True,2019-05-30 10:04:03,R_2azOV0ojjPIkWSG,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Yellow bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Female,,White/European American,,"Master's (M.A., M.S.)","nothing,good survey",this survey discussed about games,"none ",850741,nonstructural,control,girlsGreen
2019-05-30 09:58:51,2019-05-30 10:04:20,IP Address,100,329,True,2019-05-30 10:04:21,R_12tmOkkheCgM60R,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Female,,Click to write Choice 7,,"Bachelor's (B.A., B.S.)",,,,452614,structural,control,girlsYellow
2019-05-30 09:57:50,2019-05-30 10:04:23,IP Address,100,392,True,2019-05-30 10:04:23,R_2X4pciObAZH9bDn,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,60,Male,,White/European American,,High school/GED,no,unsure,,761131,structural,formal,girlsYellow
2019-05-30 09:58:10,2019-05-30 10:04:31,IP Address,100,381,True,2019-05-30 10:04:32,R_12moTiMRo5kqE2S,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,56,Female,,White/European American,,Some college,no,possible sexist stereotyping,no,729939,nonstructural,formal,girlsYellow
2019-05-30 10:00:42,2019-05-30 10:04:31,IP Address,100,229,True,2019-05-30 10:04:32,R_1kSr7ANz5DQsxB9,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,44,Male,,"White/European American,Click to write Choice 9",,Some college,No and No.,Probability?,,151470,structural,formal,girlsYellow
2019-05-30 09:58:02,2019-05-30 10:04:42,IP Address,100,400,True,2019-05-30 10:04:43,R_2zIswIAM9kH0qVt,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,White/European American,,Some college,,"it was a pretty interesting study, but I have no idea honestly",,987742,nonstructural,control,girlsYellow
2019-05-30 09:58:07,2019-05-30 10:05:11,IP Address,100,423,True,2019-05-30 10:05:11,R_2tbPEq6E0vLumCM,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","Maybe
Yellow-Ball",,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,598694,structural,control,girlsGreen
2019-05-30 10:02:11,2019-05-30 10:05:12,IP Address,100,180,True,2019-05-30 10:05:12,R_1JD9D6HRlQSjTqn,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,perceptions of gender roles,no,203212,nonstructural,control,girlsYellow
2019-05-30 09:59:03,2019-05-30 10:05:14,IP Address,100,370,True,2019-05-30 10:05:14,R_x5utGObc7fpKHrH,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball",,,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Male,,White/European American,,"Master's (M.A., M.S.)",no,I don't know,no,317232,structural,formal,girlsGreen
2019-05-30 09:58:21,2019-05-30 10:05:18,IP Address,100,417,True,2019-05-30 10:05:19,R_2sYHEhxq1XpmOBZ,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,49,Female,,White/European American,,Some college,No,To see if the students were choosing the game simply because other students were choosing it.,No.,574915,nonstructural,formal,girlsGreen
2019-05-30 09:57:59,2019-05-30 10:05:20,IP Address,100,441,True,2019-05-30 10:05:21,R_1rcbYurEuEFI0wh,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,69,Female,,White/European American,,Some college,no,I'm not total sure but possibly gender and how it would effect choices give the same circumstance except the lucy case and my opinion on the matter as a whole,It was fine and clear and well written thank you and good luck,148534,nonstructural,control,girlsYellow
2019-05-30 09:58:03,2019-05-30 10:05:24,IP Address,100,440,True,2019-05-30 10:05:24,R_3EPYzJQtaLNiZ3a,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,"Doctoral (Ph.D., J.D., M.D.)",Everything was clear no issues.,How we perceive gender.,Higher pay.,317339,structural,formal,girlsGreen
2019-05-30 10:01:59,2019-05-30 10:05:24,IP Address,100,204,True,2019-05-30 10:05:25,R_2SiOdcgSKMvUkmt,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,27,Male,,White/European American,,"Master's (M.A., M.S.)",,,,703014,nonstructural,control,girlsGreen
2019-05-30 09:59:59,2019-05-30 10:05:32,IP Address,100,332,True,2019-05-30 10:05:33,R_vAcL8JCtTHkaNbz,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Not okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,White/European American,,Some college,No,Making inferences,No comment,990845,nonstructural,control,girlsYellow
2019-05-30 09:58:24,2019-05-30 10:06:04,IP Address,100,460,True,2019-05-30 10:06:05,R_3mgVQUXuvbkZDEG,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,45,Female,,White/European American,,"Bachelor's (B.A., B.S.)","No problems, nothing confusing.",Something about gender - but I don't know.,No,898978,structural,formal,girlsYellow
2019-05-30 09:58:04,2019-05-30 10:06:12,IP Address,100,488,True,2019-05-30 10:06:12,R_1JEKCLdIIAvUlzb,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,Some college,no,Judging kids games,none,860067,structural,formal,girlsYellow
2019-05-30 09:58:02,2019-05-30 10:06:20,IP Address,100,498,True,2019-05-30 10:06:21,R_2raSpnNFhN5ZjNL,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"For sure
Green-Ball",,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,45,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no great,social inequality of young girls,"perfect, wonderful survey the best I have taken!!",498698,structural,control,girlsYellow
2019-05-30 09:58:05,2019-05-30 10:06:27,IP Address,100,502,True,2019-05-30 10:06:27,R_2E7g7mlS0z2185g,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Female,,White/European American,,"Doctoral (Ph.D., J.D., M.D.)",no,not sure,no,187766,nonstructural,formal,girlsYellow
2019-05-30 10:01:03,2019-05-30 10:06:38,IP Address,100,334,True,2019-05-30 10:06:38,R_1gpUGR5oK9SSOaZ,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,53,Female,,White/European American,,Some college,,,,67002,structural,control,girlsYellow
2019-05-30 10:01:32,2019-05-30 10:06:43,IP Address,100,310,True,2019-05-30 10:06:43,R_2TEGSDgidTUEj3l,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,decision making,no,388871,structural,formal,girlsGreen
2019-05-30 09:58:18,2019-05-30 10:07:16,IP Address,100,538,True,2019-05-30 10:07:16,R_1puMe7s57LfmuKb,anonymous,EN,I do consent to participate,Yes,,,The same size,Green bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Yellow-Ball",,"Maybe
Yellow-Ball",,"
Green-Ball",,"Maybe
Green-Ball",49,Female,,White/European American,,"Bachelor's (B.A., B.S.)",nothing,good,no,987402,structural,formal,girlsYellow
2019-05-30 10:02:42,2019-05-30 10:07:28,IP Address,100,286,True,2019-05-30 10:07:29,R_1NwS98BOda8zHtc,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,Social norms,no,822933,nonstructural,formal,girlsGreen
2019-05-30 09:57:55,2019-05-30 10:07:50,IP Address,100,595,True,2019-05-30 10:07:51,R_3CPBuPDmnbwGCVA,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Male,,White/European American,,"Bachelor's (B.A., B.S.)","None, everything was clear.","I honestly don't know, I'm really, really bad at this sort of question....","Not that I can think of, it was pretty straightforward and easy to understand. ",798508,structural,formal,girlsGreen
2019-05-30 10:02:21,2019-05-30 10:07:54,IP Address,100,332,True,2019-05-30 10:07:54,R_WpNHmCwN2t53LNL,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,seems very simple,no,188632,nonstructural,control,girlsGreen
2019-05-30 09:57:46,2019-05-30 10:07:55,IP Address,100,609,True,2019-05-30 10:07:56,R_patRdNx9KzNIrYt,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,36,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,not really sure,it was fine,320436,nonstructural,formal,girlsGreen
2019-05-30 10:00:24,2019-05-30 10:08:13,IP Address,100,468,True,2019-05-30 10:08:14,R_sjT5OJ6IyEkacYV,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,Some college,,,,892133,nonstructural,formal,girlsGreen
2019-05-30 09:58:08,2019-05-30 10:08:16,IP Address,100,607,True,2019-05-30 10:08:17,R_AbxvrA42A11VSdX,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,"White/European American,Latino/Latina",,Some college,none,I think this study is about impression of kids story and how they change based on small details.,"None, great study.",152660,nonstructural,formal,girlsYellow
2019-05-30 10:04:14,2019-05-30 10:08:22,IP Address,100,247,True,2019-05-30 10:08:22,R_TdqA4i1pmllTKjn,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,60,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,I'm not sure.,no,461051,structural,formal,girlsGreen
2019-05-30 10:06:19,2019-05-30 10:08:27,IP Address,100,128,True,2019-05-30 10:08:27,R_25zP7bR75x5KCxW,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,24,Female,,White/European American,,Some college,,This survey was about seeing what people think,,16394,structural,control,girlsYellow
2019-05-30 09:59:30,2019-05-30 10:08:56,IP Address,100,565,True,2019-05-30 10:08:57,R_2dnyvQyto2ul2e0,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,36,Female,,White/European American,,High school/GED,n/a,Do behaviors and preferences change based on scenarios,,178393,nonstructural,control,girlsGreen
2019-05-30 10:02:49,2019-05-30 10:09:32,IP Address,100,403,True,2019-05-30 10:09:33,R_PMUQ6vBc7eYkdxf,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,High school/GED,Nope,Unsure,Nope,322582,nonstructural,formal,girlsYellow
2019-05-30 10:06:16,2019-05-30 10:09:51,IP Address,100,214,True,2019-05-30 10:09:51,R_26g3xQl5trdWvfR,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Female,,Black/African American,,Some college,no,children,none,36991,structural,control,girlsGreen
2019-05-30 10:05:13,2019-05-30 10:10:09,IP Address,100,296,True,2019-05-30 10:10:10,R_1B5j4p5E95T0IYp,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,33,Female,,White/European American,,"Bachelor's (B.A., B.S.)",everything ran smoothly,predicting behavior between genders,i thought it was well conducted and fairly paid,819929,structural,formal,girlsYellow
2019-05-30 09:58:21,2019-05-30 10:10:59,IP Address,100,757,True,2019-05-30 10:11:00,R_24vGU00EJH222g4,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,Good,No,268384,nonstructural,formal,girlsGreen
2019-05-30 10:04:21,2019-05-30 10:11:28,IP Address,100,426,True,2019-05-30 10:11:28,R_2ZZIY5XkfNbjWPs,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Green bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,24,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",,,,953674,nonstructural,formal,girlsGreen
2019-05-30 10:09:24,2019-05-30 10:13:12,IP Address,100,228,True,2019-05-30 10:13:12,R_vVssYWmqLJxtGmt,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,Latino/Latina,,Some college,"nope, straightforward",*smiling widely* balls,"no. well paid, simple attention check. all good",91572,nonstructural,control,girlsGreen
2019-05-30 10:08:08,2019-05-30 10:13:15,IP Address,100,306,True,2019-05-30 10:13:16,R_3EtIfWUant44IHU,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Not okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,27,Female,,White/European American,,High school/GED,Nope,Children and what they prefer,Nope,664867,nonstructural,control,girlsYellow
2019-05-30 10:09:41,2019-05-30 10:13:29,IP Address,100,227,True,2019-05-30 10:13:29,R_3jSsJWBYz2FJwYQ,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,31,Female,,White/European American,,Some college,None,Judgement,none,769270,structural,control,girlsYellow
2019-05-30 10:07:14,2019-05-30 10:13:46,IP Address,100,392,True,2019-05-30 10:13:47,R_1hHes8GjbMV47K5,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,High school/GED,,,,640440,nonstructural,formal,girlsYellow
2019-05-30 09:58:07,2019-05-30 10:14:03,IP Address,100,955,True,2019-05-30 10:14:03,R_2vbMmtN3q49BPNV,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Same size,,,,,,,Green-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Green-Ball",,,"
Green-Ball",,,,"Maybe
Green-Ball","
Green-Ball",,"For sure
Green-Ball",32,Male,,White/European American,,Some college,no,"making decisions ",none,949893,nonstructural,formal,girlsGreen
2019-05-30 09:57:57,2019-05-30 10:14:38,IP Address,100,1000,True,2019-05-30 10:14:38,R_1jBetRAA9VY05aO,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,42,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",No,Yes,No,861772,nonstructural,formal,girlsGreen
