StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,check_game,check_bucket_boy_1,check_bucket_girl_1,check_bucket_boy_2,check_bucket_girl_2,check_bucket_boy_3,check_bucket_girl_3,check_sample_boy_1,check_sample_girl_1,check_sample_boy_2,check_sample_girl_2,fc_expl_indiv_1,fc_expl_indiv_2,fc_expl_indiv_3,fc_expl_indiv_4,normative_group_1,normative_group_2,inductivePoten_0,inductivePoten_1,inductivePoten_2,innateness_switch_01,innateness_switch_02,innateness_switch_03,innateness_switch_1,innateness_switch_2,check_attn_0,check_attn_1,check_attn_2,age,gender,gender_4_TEXT,race,race_15_TEXT,ed,comment_1,comment_2,comment_3,randomCode,context,explanation,cb
12/3/2019 13:21,12/3/2019 13:25,IP Address,100,273,TRUE,12/3/2019 13:25,R_8AKrlCmQpF8y1Al,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,63,Female,,White/European American,,High school/GED,nope,not really sure,none,804030,structural,control,girlsYellow
12/3/2019 13:17,12/3/2019 13:26,IP Address,100,504,TRUE,12/3/2019 13:26,R_1gMgcLoqNPxiISn,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,22,Female,,White/European American,,Some college,No,Maybe understanding the nuance of wording?,No,520365,structural,formal,girlsGreen
12/3/2019 13:20,12/3/2019 13:26,IP Address,100,370,TRUE,12/3/2019 13:26,R_1jwEH1qmPK12RZB,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,48,Female,,White/European American,,High school/GED,none,not sure,"it was fun, so no need",362608,structural,control,girlsGreen
12/3/2019 13:22,12/3/2019 13:26,IP Address,100,225,TRUE,12/3/2019 13:26,R_2y9gvK2nXjV2nOg,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Yellow-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball",,,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,72,Male,,White/European American,,High school/GED,no,choozing a ball,no,829200,nonstructural,control,girlsGreen
12/3/2019 13:21,12/3/2019 13:27,IP Address,100,357,TRUE,12/3/2019 13:27,R_8jJgdclssdGqWKB,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,50,Male,,White/European American,,"Bachelor's (B.A., B.S.)",none,Not really surr,Nope,450986,structural,formal,girlsGreen
12/3/2019 13:25,12/3/2019 13:27,IP Address,100,127,TRUE,12/3/2019 13:27,R_2Ez3IRYyobipGZD,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Female,,Black/African American,,Some college,,,,952660,nonstructural,formal,girlsYellow
12/3/2019 13:19,12/3/2019 13:27,IP Address,100,473,TRUE,12/3/2019 13:27,R_1n3FoUNV1oVDdSB,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,45,Male,,White/European American,,Some college,no problems,To understand decision making.,no,701760,nonstructural,control,girlsYellow
12/3/2019 13:24,12/3/2019 13:27,IP Address,100,188,TRUE,12/3/2019 13:27,R_3pumsErZxKKx3jE,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,37,Male,,White/European American,,High school/GED,,,,975114,nonstructural,control,girlsYellow
12/3/2019 13:21,12/3/2019 13:27,IP Address,100,385,TRUE,12/3/2019 13:27,R_XtaWOzHFE3ivIXv,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Yellow-Ball",,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Female,,White/European American,,"Master's (M.A., M.S.)",Nothing,Good study Thank you for the opportunity.,Improve graphics,816765,structural,formal,girlsYellow
12/3/2019 13:25,12/3/2019 13:28,IP Address,100,180,TRUE,12/3/2019 13:28,R_eEFkfLpNG8JMeIN,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,26,Male,,Click to write Choice 7,,"Master's (M.A., M.S.)",No,I have no idea,No suggestion ,860964,structural,control,girlsGreen
12/3/2019 13:19,12/3/2019 13:28,IP Address,100,547,TRUE,12/3/2019 13:28,R_cVh0pcK1mwGXmtX,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,53,Female,,White/European American,,Some college,no,Predicting behavoir,no,327610,nonstructural,formal,girlsYellow
12/3/2019 13:26,12/3/2019 13:28,IP Address,100,119,TRUE,12/3/2019 13:28,R_O8yqzoDEab820MN,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Green bucket is bigger,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Green-Ball",,"Maybe
Green-Ball",32,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",not it was just long and underpaid,not sure,"n,a do hope to see a bonus here for my time",253316,nonstructural,control,girlsYellow
12/3/2019 13:21,12/3/2019 13:29,IP Address,100,477,TRUE,12/3/2019 13:29,R_1CrWBIK4I6vurjL,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",No.,The best I can think of right now is whether children will be able to develop the ability to see patterns based on our results.,,7497,structural,formal,girlsGreen
12/3/2019 13:27,12/3/2019 13:29,IP Address,100,116,TRUE,12/3/2019 13:29,R_2B8rSJKbbvfWivi,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",noone ,behavior ,none ,220786,nonstructural,formal,girlsYellow
12/3/2019 13:19,12/3/2019 13:29,IP Address,100,607,TRUE,12/3/2019 13:29,R_295NNezwWHCd9dQ,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,White/European American,,"Bachelor's (B.A., B.S.)",NOT AT ALL,A STUDY ABOUT INTUITION OF CHILDREN STORY,INTERESTING,54321,structural,control,girlsGreen
12/3/2019 13:24,12/3/2019 13:29,IP Address,100,308,TRUE,12/3/2019 13:29,R_2awuJ29XkrRuxq4,anonymous,EN,I do consent to participate,No,,,,,The same size,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Female,,White/European American,,"Bachelor's (B.A., B.S.)",like this survey,i like survey and then difference between  yellow and green ball,i will improve,198969,structural,formal,girlsGreen
12/3/2019 13:24,12/3/2019 13:30,IP Address,100,349,TRUE,12/3/2019 13:30,R_1U2ZPok6CWbXfoZ,anonymous,EN,I do consent to participate,Yes,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,Black/African American,,"Master's (M.A., M.S.)",good,good,good,938362,structural,control,girlsYellow
12/3/2019 13:23,12/3/2019 13:30,IP Address,100,412,TRUE,12/3/2019 13:30,R_3IQBMBrglJxkhUd,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",,,,792490,structural,formal,girlsYellow
12/3/2019 13:22,12/3/2019 13:30,IP Address,100,443,TRUE,12/3/2019 13:30,R_3O1WsMg9KfvmDct,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",none,perceptions of behavior based on sex,not specifically without knowing what they're testing for ,430844,structural,control,girlsYellow
12/3/2019 13:24,12/3/2019 13:30,IP Address,100,329,TRUE,12/3/2019 13:30,R_cDaeqP6rhOCe8Ex,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Male,,White/European American,,Some college,No,I don't know,No,581215,structural,formal,girlsYellow
12/3/2019 13:25,12/3/2019 13:30,IP Address,100,304,TRUE,12/3/2019 13:30,R_3PgyuUAwmIgpQSD,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,"Master's (M.A., M.S.)",no,nice,no this one good,20854,nonstructural,control,girlsGreen
12/3/2019 13:26,12/3/2019 13:30,IP Address,100,237,TRUE,12/3/2019 13:30,R_xGvHYB6g4sjCdvH,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,Some college,no,don't know,,972049,structural,control,girlsGreen
12/3/2019 13:27,12/3/2019 13:30,IP Address,100,202,TRUE,12/3/2019 13:30,R_scml0sq24w71S8N,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,53,Female,,White/European American,,Some college,No,I'm not sure,No,6390,structural,formal,girlsYellow
12/3/2019 13:23,12/3/2019 13:30,IP Address,100,440,TRUE,12/3/2019 13:30,R_3lzBTRVqYf6hRI9,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Female,,White/European American,,Some college,no,This study was about a children's story and patterns.,"no, it was great!",697382,nonstructural,formal,girlsYellow
12/3/2019 13:22,12/3/2019 13:30,IP Address,100,471,TRUE,12/3/2019 13:30,R_3MnX9LK0lAMCSHm,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,Latino/Latina,,"Bachelor's (B.A., B.S.)",not at all,it is Participate in a study about a children's story,good,269377,structural,control,girlsGreen
12/3/2019 13:21,12/3/2019 13:31,IP Address,100,568,TRUE,12/3/2019 13:31,R_290V5Rk0NfpySbr,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,21,Male,,"White/European American,Black/African American",,High school/GED,no,maybe to see how people perceive different odds,,602286,nonstructural,control,girlsYellow
12/3/2019 13:28,12/3/2019 13:31,IP Address,100,181,TRUE,12/3/2019 13:31,R_bCxiuVlP0ThVkBP,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Female,,White/European American,,Some college,no,not sure.,,602513,nonstructural,formal,girlsYellow
12/3/2019 13:28,12/3/2019 13:32,IP Address,100,241,TRUE,12/3/2019 13:32,R_aWrkBNYzBgL03aV,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,,,19223,nonstructural,formal,girlsGreen
12/3/2019 13:30,12/3/2019 13:32,IP Address,100,159,TRUE,12/3/2019 13:32,R_8e5qWnLULPZyqAx,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,The same size,,,Green-Ball,Yellow-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,"For sure
Green-Ball",27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,perception of individuals,"nice work,all cool.",794483,structural,control,girlsGreen
12/3/2019 13:28,12/3/2019 13:33,IP Address,100,270,TRUE,12/3/2019 13:33,R_5jcnWlnLdOwsi1X,anonymous,EN,I do consent to participate,Yes,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,21,Female,,White/European American,,Some college,no,not sure,no,664543,structural,formal,girlsYellow
12/3/2019 13:27,12/3/2019 13:34,IP Address,100,377,TRUE,12/3/2019 13:34,R_25RtEbkwBmuiure,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,good,very good survey.,879243,structural,formal,girlsGreen
12/3/2019 13:30,12/3/2019 13:34,IP Address,100,215,TRUE,12/3/2019 13:34,R_qLyzPtlN4mcNReN,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,26,Female,,Latino/Latina,,Some college,No,People's perceptions based on facts provided,It seems fine to me,425439,nonstructural,control,girlsYellow
12/3/2019 13:25,12/3/2019 13:34,IP Address,100,533,TRUE,12/3/2019 13:34,R_22rzxwu9oii2Xcv,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,24,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",none,study about children's book,none,484914,nonstructural,formal,girlsGreen
12/3/2019 13:32,12/3/2019 13:34,IP Address,100,151,TRUE,12/3/2019 13:34,R_2xzP8qRtmj4mMo7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,Some college,"No, thank you.",I don't know.,"No, thank you.",556446,nonstructural,formal,girlsGreen
12/3/2019 13:28,12/3/2019 13:34,IP Address,100,402,TRUE,12/3/2019 13:34,R_3JDf2pExM4QXTOB,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,40,Female,,White/European American,,"Bachelor's (B.A., B.S.)",N/A,Perceptions of social pressure to conform. ,No,841036,nonstructural,control,girlsGreen
12/3/2019 13:35,12/3/2019 13:35,Spam,100,2,TRUE,12/3/2019 13:35,R_12K2iaIr5Ua9WWm,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2019 13:29,12/3/2019 13:36,IP Address,100,439,TRUE,12/3/2019 13:36,R_2zC79pzpr9GArTL,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,,,"
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,Black/African American,,"Master's (M.A., M.S.)",nothing,Participate in a study about a children's story,nothing good survey i like it,811327,nonstructural,control,girlsGreen
12/3/2019 13:33,12/3/2019 13:37,IP Address,100,237,TRUE,12/3/2019 13:37,R_db61ru3jlMBQE1j,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Nope!,To see if we evaluate other factors like gender when trying to figure out a chance situation.,I think it is good currently,739584,structural,formal,girlsYellow
12/3/2019 13:34,12/3/2019 13:38,IP Address,100,248,TRUE,12/3/2019 13:38,R_1DtGuTDgSV9BdwA,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,22,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,reading comprehension and object recognition,no,967703,nonstructural,control,girlsYellow
12/3/2019 13:33,12/3/2019 13:38,IP Address,100,320,TRUE,12/3/2019 13:38,R_3HunkbgZD2dNxIh,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,44,Male,,White/European American,,High school/GED,,,,637607,nonstructural,control,girlsGreen
12/3/2019 13:32,12/3/2019 13:38,IP Address,100,373,TRUE,12/3/2019 13:38,R_3KGFivzpzhcuKaT,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,57,Female,,White/European American,,High school/GED,No,A children's story.,"No, it was cute and fun. ",64026,structural,control,girlsYellow
12/3/2019 13:25,12/3/2019 13:39,IP Address,100,803,TRUE,12/3/2019 13:39,R_URQVEkKKf5dwkO5,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Yellow-Ball",,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,gender role perceptions,no seems good,296794,structural,control,girlsYellow
12/3/2019 13:34,12/3/2019 13:39,IP Address,100,272,TRUE,12/3/2019 13:39,R_1ON7BjLUleWfed3,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,45,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No problems. Nothing was confusing.,Whether or not a child will change their ball preference if they change classrooms.,None at this time.,484560,nonstructural,control,girlsYellow
12/3/2019 13:24,12/3/2019 13:40,IP Address,100,959,TRUE,12/3/2019 13:40,R_1FPWaffhSHhbVNN,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,23,Male,,White/European American,,High school/GED,I had no issues. It was not confusing.,"I can assume this study has different branches based on some of the questions that were asked.

In one branch, the buckets both may be the same size, in another branch, one may be bigger than the other and so on which then leads up to the question of the survey/study asking the participant about a certain person and if they play with that ball because they like it or because the size of the bucket.",No suggestions.,926738,nonstructural,formal,girlsGreen
12/3/2019 13:38,12/3/2019 13:40,IP Address,100,162,TRUE,12/3/2019 13:40,R_SHHonrVK1TXsyf7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,26,Male,,White/European American,,Some college,,,,291373,nonstructural,control,girlsGreen
12/3/2019 13:39,12/3/2019 13:42,IP Address,100,183,TRUE,12/3/2019 13:42,R_2X1Kl1TwzM3nzwy,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,30,Female,,White/European American,,High school/GED,no everything was fine,how people feel about logical conclusions,there is nothing that i can think of,311627,structural,control,girlsYellow
12/3/2019 13:30,12/3/2019 13:43,IP Address,100,778,TRUE,12/3/2019 13:43,R_usrONAdfsqo71MR,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Not okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,440034,structural,formal,girlsGreen
12/3/2019 13:41,12/3/2019 13:43,IP Address,100,114,TRUE,12/3/2019 13:43,R_31uf7KrrAJUPZmP,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Yellow bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,23,Male,,Latino/Latina,,High school/GED,,,,995564,nonstructural,formal,girlsGreen
